CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,Reference Designator,deploymentNumber,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes,electrical.uid,assembly_template_revision
AR82,,,,CP12WESW-SBS01-00-STCENG000,1,1,2024-04-15T14:23:00,,CGMCP-12WESW-00001,,CGCON-BSWSTC-00001,35.9545,-75.3334,,0,31,,,A
AR82,,,,CP12WESW-SBS01-05-MOPAK0000,1,1,2024-04-15T14:23:00,,CGMCP-12WESW-00001,,CGINS-MOPAK0-43252,35.9545,-75.3334,,0,31,,,A
AR82,,,,CP12WESW-SBI01-02-CTDMOS011,1,1,2024-04-15T14:23:00,,CGMCP-12WESW-00001,,CGINS-CTDMOS-12304,35.9545,-75.3334,,1,31,,,A
AR82,,,,CP12WESW-SBS01-03-VELPTA000,1,1,2024-04-15T14:23:00,,CGMCP-12WESW-00001,,CGINS-VELPTA-12224,35.9545,-75.3334,,1,31,,,A
AR82,,,,CP12WESW-WFP01-00-WFPENG001,1,1,2024-04-15T14:23:00,,CGMCP-12WESW-00001,CGVEH-CWFPCP-03501,CGCON-CWFPCP-03501,35.9545,-75.3334,,17,31,,,A
AR82,,,,CP12WESW-WFP01-01-CTDPFP000,1,1,2024-04-15T14:23:00,,CGMCP-12WESW-00001,CGVEH-CWFPCP-03501,CGINS-CTDPFP-00070,35.9545,-75.3334,,17,31,,,A
AR82,,,,CP12WESW-WFP01-02-DOFSTP000,1,1,2024-04-15T14:23:00,,CGMCP-12WESW-00001,CGVEH-CWFPCP-03501,CGINS-DOFSTP-04320,35.9545,-75.3334,,17,31,,,A
#AR82,,,,CP12WESW-WFP01-03-FLORTP000,1,1,2024-04-15T14:23:00,,CGMCP-12WESW-00001,CGVEH-CWFPCP-03501,,35.9545,-75.3334,,17,31,not installed on prawler for first deployment,,A
AR82,,,,CP12WESW-MFI01-02-CTDMOS031,1,1,2024-04-15T14:23:00,,CGMCP-12WESW-00001,,CGINS-CTDMOS-12337,35.9545,-75.3334,,30,31,,,A
AR82,,,,CP12WESW-MFI01-02-ADCPTQ010,1,1,2024-04-15T14:23:00,,CGMCP-12WESW-00001,,CGINS-ADCPTQ-01036,35.9545,-75.3334,,30,31,,,A
AR82,,,,CP12WESW-MFI01-02-WAVSSQ010,1,1,2024-04-15T14:23:00,,CGMCP-12WESW-00001,,CGINS-WAVSSQ-01036,35.9545,-75.3334,,30,31,,,A
