serial,name,value,notes
1322,CC_angular_resolution,1.076,Constant; source_file FLORT-D_BBFL2W_SN_1322_Calibration_Files_2022-09-12.zip > BBFL2W-1322.dev; cal date from BBFL2W-1322 Characterization Sheet.pdf
1322,CC_dark_counts_cdom,50,
1322,CC_dark_counts_chlorophyll_a,50,
1322,CC_dark_counts_volume_scatter,51,
1322,CC_depolarization_ratio,0.039,Constant
1322,CC_measurement_wavelength,700,Constant
1322,CC_scale_factor_cdom,8.968E-02,
1322,CC_scale_factor_chlorophyll_a,1.207E-02,
1322,CC_scale_factor_volume_scatter,1.817E-06,
1322,CC_scattering_angle,124,Constant
